category,claim_short_id,acord_path,police_path,loss_path,damage_difference,injury_mismatch,date_difference_days,location_match,vehicle_match,fraud_inconsistency_score,severity_level,complexity_score
life,CLM-2025-0072,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0072-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10072-LIF_CLM-2025-0072-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0072-LIF_SAFE_loss.pdf,0.0,0,0,1.0,0.0,0.2,Low,1.0
life,CLM-2025-0073,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0073-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10073-LIF_CLM-2025-0073-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0073-LIF_SAFE_loss.pdf,0.0082,0,2,1.0,0.0,0.2416,Low,2.0
life,CLM-2025-0074,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0074-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10074-LIF_CLM-2025-0074-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0074-LIF_SAFE_loss.pdf,0.0017,0,1,1.0,0.0,0.2203,Low,2.0
life,CLM-2025-0075,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0075-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10075-LIF_CLM-2025-0075-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0075-LIF_SAFE_loss.pdf,0.0,0,1,1.0,0.0,0.22,Low,2.0
life,CLM-2025-0076,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0076-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10076-LIF_CLM-2025-0076-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0076-LIF_SAFE_loss.pdf,0.0116,0,1,1.0,0.0,0.2223,Low,2.0
life,CLM-2025-0077,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0077-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10077-LIF_CLM-2025-0077-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0077-LIF_SAFE_loss.pdf,0.0344,0,0,1.0,0.0,0.2069,Low,2.0
life,CLM-2025-0078,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0078-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10078-LIF_CLM-2025-0078-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0078-LIF_SAFE_loss.pdf,0.0107,0,2,1.0,0.0,0.2421,Low,2.0
life,CLM-2025-0079,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0079-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10079-LIF_CLM-2025-0079-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0079-LIF_SAFE_loss.pdf,0.0414,0,1,1.0,0.0,0.2283,Low,2.0
life,CLM-2025-0080,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0080-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10080-LIF_CLM-2025-0080-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0080-LIF_SAFE_loss.pdf,0.0,0,1,1.0,0.0,0.22,Low,2.0
life,CLM-2025-0081,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0081-LIF_RISK_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10081-LIF_CLM-2025-0081-LIF_RISK_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0081-LIF_RISK_loss.pdf,0.4578,0,12,0.0,0.0,0.6916,Low,4.0
life,CLM-2025-0082,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0082-LIF_RISK_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10082-LIF_CLM-2025-0082-LIF_RISK_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0082-LIF_RISK_loss.pdf,0.4805,0,9,0.0,0.0,0.6761,Low,4.0
life,CLM-2025-0083,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0083-LIF_RISK_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10083-LIF_CLM-2025-0083-LIF_RISK_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0083-LIF_RISK_loss.pdf,0.4564,0,29,0.0,0.0,0.6913,Low,4.0
life,CLM-2025-0084,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0084-LIF_RISK_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10084-LIF_CLM-2025-0084-LIF_RISK_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0084-LIF_RISK_loss.pdf,0.6296,0,30,0.0,0.0,0.7259,Low,4.0
life,CLM-2025-0085,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0085-LIF_RISK_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10085-LIF_CLM-2025-0085-LIF_RISK_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0085-LIF_RISK_loss.pdf,2.6765,0,13,0.0,0.0,1.1353,Low,4.0
life,CLM-2025-0086,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0086-LIF_RISK_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10086-LIF_CLM-2025-0086-LIF_RISK_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0086-LIF_RISK_loss.pdf,3.3551,0,16,0.0,0.0,1.271,Low,4.0
life,CLM-2025-0087,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0087-LIF_RISK_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10087-LIF_CLM-2025-0087-LIF_RISK_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0087-LIF_RISK_loss.pdf,0.6342,0,25,0.0,0.0,0.7268,Low,4.0
life,CLM-2025-0088,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0088-LIF_RISK_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10088-LIF_CLM-2025-0088-LIF_RISK_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0088-LIF_RISK_loss.pdf,0.6071,0,26,0.0,0.0,0.7214,Low,4.0
life,CLM-2025-0089,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0089-LIF_RISK_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10089-LIF_CLM-2025-0089-LIF_RISK_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0089-LIF_RISK_loss.pdf,3.7723,0,12,0.0,0.0,1.3545,Low,4.0
life,CLM-2025-0090,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0090-LIF_RISK_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10090-LIF_CLM-2025-0090-LIF_RISK_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0090-LIF_RISK_loss.pdf,4.4951,0,10,0.0,0.0,1.499,Low,4.0
life,CLM-2025-0091,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0091-LIF_RISK_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10091-LIF_CLM-2025-0091-LIF_RISK_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0091-LIF_RISK_loss.pdf,0.4908,0,26,0.0,0.0,0.6982,Low,4.0
life,CLM-2025-0092,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0092-LIF_RISK_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10092-LIF_CLM-2025-0092-LIF_RISK_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0092-LIF_RISK_loss.pdf,0.4591,0,25,0.0,0.0,0.6918,Low,4.0
life,CLM-2025-0093,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0093-LIF_RISK_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10093-LIF_CLM-2025-0093-LIF_RISK_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0093-LIF_RISK_loss.pdf,4.8957,0,17,0.0,0.0,1.5791,Low,4.0
life,CLM-2025-0094,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0094-LIF_RISK_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10094-LIF_CLM-2025-0094-LIF_RISK_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0094-LIF_RISK_loss.pdf,0.4052,0,14,0.0,0.0,0.681,Low,4.0
life,CLM-2025-0095,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0095-LIF_RISK_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10095-LIF_CLM-2025-0095-LIF_RISK_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0095-LIF_RISK_loss.pdf,0.5182,0,29,0.0,0.0,0.7036,Low,4.0
life,CLM-2025-0096,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0096-LIF_RISK_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10096-LIF_CLM-2025-0096-LIF_RISK_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0096-LIF_RISK_loss.pdf,0.4665,0,13,0.0,0.0,0.6933,Low,4.0
life,CLM-2025-0097,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0097-LIF_RISK_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10097-LIF_CLM-2025-0097-LIF_RISK_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0097-LIF_RISK_loss.pdf,0.5652,0,21,0.0,0.0,0.713,Low,4.0
life,CLM-2025-0098,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0098-LIF_RISK_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10098-LIF_CLM-2025-0098-LIF_RISK_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0098-LIF_RISK_loss.pdf,0.5414,0,28,0.0,0.0,0.7083,Low,4.0
life,CLM-2025-0099,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0099-LIF_RISK_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10099-LIF_CLM-2025-0099-LIF_RISK_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0099-LIF_RISK_loss.pdf,4.1635,0,10,0.0,0.0,1.4327,Low,4.0
life,CLM-2025-0100,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0100-LIF_RISK_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10100-LIF_CLM-2025-0100-LIF_RISK_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0100-LIF_RISK_loss.pdf,0.6154,0,20,0.0,0.0,0.7231,Low,4.0
