category,claim_short_id,acord_path,police_path,loss_path,damage_difference,injury_mismatch,date_difference_days,location_match,vehicle_match,fraud_inconsistency_score,severity_level,complexity_score
property,CLM-2025-0072,C:\claims_agent\dataset\property\accord_form_100\CLM-2025-0072-PRO_SAFE_acord.pdf,C:\claims_agent\dataset\property\police_reports_100\PR-10072-PRO_CLM-2025-0072-PRO_SAFE_police.pdf,C:\claims_agent\dataset\property\loss_reports_100\CLM-2025-0072-PRO_SAFE_loss.pdf,0.0412,0,1,1.0,0.0,0.2282,Low,2.0
property,CLM-2025-0073,C:\claims_agent\dataset\property\accord_form_100\CLM-2025-0073-PRO_SAFE_acord.pdf,C:\claims_agent\dataset\property\police_reports_100\PR-10073-PRO_CLM-2025-0073-PRO_SAFE_police.pdf,C:\claims_agent\dataset\property\loss_reports_100\CLM-2025-0073-PRO_SAFE_loss.pdf,0.0222,0,1,1.0,0.0,0.2244,Low,2.0
property,CLM-2025-0074,C:\claims_agent\dataset\property\accord_form_100\CLM-2025-0074-PRO_SAFE_acord.pdf,C:\claims_agent\dataset\property\police_reports_100\PR-10074-PRO_CLM-2025-0074-PRO_SAFE_police.pdf,C:\claims_agent\dataset\property\loss_reports_100\CLM-2025-0074-PRO_SAFE_loss.pdf,0.0034,0,2,1.0,0.0,0.2407,Low,2.0
property,CLM-2025-0075,C:\claims_agent\dataset\property\accord_form_100\CLM-2025-0075-PRO_SAFE_acord.pdf,C:\claims_agent\dataset\property\police_reports_100\PR-10075-PRO_CLM-2025-0075-PRO_SAFE_police.pdf,C:\claims_agent\dataset\property\loss_reports_100\CLM-2025-0075-PRO_SAFE_loss.pdf,0.0162,0,2,1.0,0.0,0.2432,Low,2.0
property,CLM-2025-0076,C:\claims_agent\dataset\property\accord_form_100\CLM-2025-0076-PRO_SAFE_acord.pdf,C:\claims_agent\dataset\property\police_reports_100\PR-10076-PRO_CLM-2025-0076-PRO_SAFE_police.pdf,C:\claims_agent\dataset\property\loss_reports_100\CLM-2025-0076-PRO_SAFE_loss.pdf,0.0267,0,2,1.0,0.0,0.2453,Low,2.0
property,CLM-2025-0077,C:\claims_agent\dataset\property\accord_form_100\CLM-2025-0077-PRO_SAFE_acord.pdf,C:\claims_agent\dataset\property\police_reports_100\PR-10077-PRO_CLM-2025-0077-PRO_SAFE_police.pdf,C:\claims_agent\dataset\property\loss_reports_100\CLM-2025-0077-PRO_SAFE_loss.pdf,0.0274,0,0,1.0,0.0,0.2055,Low,2.0
property,CLM-2025-0078,C:\claims_agent\dataset\property\accord_form_100\CLM-2025-0078-PRO_SAFE_acord.pdf,C:\claims_agent\dataset\property\police_reports_100\PR-10078-PRO_CLM-2025-0078-PRO_SAFE_police.pdf,C:\claims_agent\dataset\property\loss_reports_100\CLM-2025-0078-PRO_SAFE_loss.pdf,0.0159,0,2,1.0,0.0,0.2432,Low,2.0
property,CLM-2025-0079,C:\claims_agent\dataset\property\accord_form_100\CLM-2025-0079-PRO_SAFE_acord.pdf,C:\claims_agent\dataset\property\police_reports_100\PR-10079-PRO_CLM-2025-0079-PRO_SAFE_police.pdf,C:\claims_agent\dataset\property\loss_reports_100\CLM-2025-0079-PRO_SAFE_loss.pdf,0.0182,0,2,1.0,0.0,0.2436,Low,2.0
property,CLM-2025-0080,C:\claims_agent\dataset\property\accord_form_100\CLM-2025-0080-PRO_SAFE_acord.pdf,C:\claims_agent\dataset\property\police_reports_100\PR-10080-PRO_CLM-2025-0080-PRO_SAFE_police.pdf,C:\claims_agent\dataset\property\loss_reports_100\CLM-2025-0080-PRO_SAFE_loss.pdf,0.0036,0,0,1.0,0.0,0.2007,Low,2.0
property,CLM-2025-0081,C:\claims_agent\dataset\property\accord_form_100\CLM-2025-0081-PRO_RISK_acord.pdf,C:\claims_agent\dataset\property\police_reports_100\PR-10081-PRO_CLM-2025-0081-PRO_RISK_police.pdf,C:\claims_agent\dataset\property\loss_reports_100\CLM-2025-0081-PRO_RISK_loss.pdf,3.6375,0,27,0.0,0.0,1.3275,Low,4.0
property,CLM-2025-0082,C:\claims_agent\dataset\property\accord_form_100\CLM-2025-0082-PRO_RISK_acord.pdf,C:\claims_agent\dataset\property\police_reports_100\PR-10082-PRO_CLM-2025-0082-PRO_RISK_police.pdf,C:\claims_agent\dataset\property\loss_reports_100\CLM-2025-0082-PRO_RISK_loss.pdf,0.4237,0,30,0.0,0.0,0.6847,Low,4.0
property,CLM-2025-0083,C:\claims_agent\dataset\property\accord_form_100\CLM-2025-0083-PRO_RISK_acord.pdf,C:\claims_agent\dataset\property\police_reports_100\PR-10083-PRO_CLM-2025-0083-PRO_RISK_police.pdf,C:\claims_agent\dataset\property\loss_reports_100\CLM-2025-0083-PRO_RISK_loss.pdf,0.4286,0,13,0.0,0.0,0.6857,Low,4.0
property,CLM-2025-0084,C:\claims_agent\dataset\property\accord_form_100\CLM-2025-0084-PRO_RISK_acord.pdf,C:\claims_agent\dataset\property\police_reports_100\PR-10084-PRO_CLM-2025-0084-PRO_RISK_police.pdf,C:\claims_agent\dataset\property\loss_reports_100\CLM-2025-0084-PRO_RISK_loss.pdf,0.4024,0,30,0.0,0.0,0.6805,Low,4.0
property,CLM-2025-0085,C:\claims_agent\dataset\property\accord_form_100\CLM-2025-0085-PRO_RISK_acord.pdf,C:\claims_agent\dataset\property\police_reports_100\PR-10085-PRO_CLM-2025-0085-PRO_RISK_police.pdf,C:\claims_agent\dataset\property\loss_reports_100\CLM-2025-0085-PRO_RISK_loss.pdf,4.8378,0,8,0.0,0.0,1.5276,Low,4.0
property,CLM-2025-0086,C:\claims_agent\dataset\property\accord_form_100\CLM-2025-0086-PRO_RISK_acord.pdf,C:\claims_agent\dataset\property\police_reports_100\PR-10086-PRO_CLM-2025-0086-PRO_RISK_police.pdf,C:\claims_agent\dataset\property\loss_reports_100\CLM-2025-0086-PRO_RISK_loss.pdf,4.8321,0,24,0.0,0.0,1.5664,Low,4.0
property,CLM-2025-0087,C:\claims_agent\dataset\property\accord_form_100\CLM-2025-0087-PRO_RISK_acord.pdf,C:\claims_agent\dataset\property\police_reports_100\PR-10087-PRO_CLM-2025-0087-PRO_RISK_police.pdf,C:\claims_agent\dataset\property\loss_reports_100\CLM-2025-0087-PRO_RISK_loss.pdf,0.4693,0,29,0.0,0.0,0.6939,Low,4.0
property,CLM-2025-0088,C:\claims_agent\dataset\property\accord_form_100\CLM-2025-0088-PRO_RISK_acord.pdf,C:\claims_agent\dataset\property\police_reports_100\PR-10088-PRO_CLM-2025-0088-PRO_RISK_police.pdf,C:\claims_agent\dataset\property\loss_reports_100\CLM-2025-0088-PRO_RISK_loss.pdf,0.5927,0,8,0.0,0.0,0.6785,Low,4.0
property,CLM-2025-0089,C:\claims_agent\dataset\property\accord_form_100\CLM-2025-0089-PRO_RISK_acord.pdf,C:\claims_agent\dataset\property\police_reports_100\PR-10089-PRO_CLM-2025-0089-PRO_RISK_police.pdf,C:\claims_agent\dataset\property\loss_reports_100\CLM-2025-0089-PRO_RISK_loss.pdf,0.5654,0,20,0.0,0.0,0.7131,Low,4.0
property,CLM-2025-0090,C:\claims_agent\dataset\property\accord_form_100\CLM-2025-0090-PRO_RISK_acord.pdf,C:\claims_agent\dataset\property\police_reports_100\PR-10090-PRO_CLM-2025-0090-PRO_RISK_police.pdf,C:\claims_agent\dataset\property\loss_reports_100\CLM-2025-0090-PRO_RISK_loss.pdf,0.5291,0,22,0.0,0.0,0.7058,Low,4.0
property,CLM-2025-0091,C:\claims_agent\dataset\property\accord_form_100\CLM-2025-0091-PRO_RISK_acord.pdf,C:\claims_agent\dataset\property\police_reports_100\PR-10091-PRO_CLM-2025-0091-PRO_RISK_police.pdf,C:\claims_agent\dataset\property\loss_reports_100\CLM-2025-0091-PRO_RISK_loss.pdf,0.5654,0,25,0.0,0.0,0.7131,Low,4.0
property,CLM-2025-0092,C:\claims_agent\dataset\property\accord_form_100\CLM-2025-0092-PRO_RISK_acord.pdf,C:\claims_agent\dataset\property\police_reports_100\PR-10092-PRO_CLM-2025-0092-PRO_RISK_police.pdf,C:\claims_agent\dataset\property\loss_reports_100\CLM-2025-0092-PRO_RISK_loss.pdf,0.6013,0,9,0.0,0.0,0.7003,Low,4.0
property,CLM-2025-0093,C:\claims_agent\dataset\property\accord_form_100\CLM-2025-0093-PRO_RISK_acord.pdf,C:\claims_agent\dataset\property\police_reports_100\PR-10093-PRO_CLM-2025-0093-PRO_RISK_police.pdf,C:\claims_agent\dataset\property\loss_reports_100\CLM-2025-0093-PRO_RISK_loss.pdf,0.4308,0,20,0.0,0.0,0.6862,Low,4.0
property,CLM-2025-0094,C:\claims_agent\dataset\property\accord_form_100\CLM-2025-0094-PRO_RISK_acord.pdf,C:\claims_agent\dataset\property\police_reports_100\PR-10094-PRO_CLM-2025-0094-PRO_RISK_police.pdf,C:\claims_agent\dataset\property\loss_reports_100\CLM-2025-0094-PRO_RISK_loss.pdf,4.7679,0,15,0.0,0.0,1.5536,Low,4.0
property,CLM-2025-0095,C:\claims_agent\dataset\property\accord_form_100\CLM-2025-0095-PRO_RISK_acord.pdf,C:\claims_agent\dataset\property\police_reports_100\PR-10095-PRO_CLM-2025-0095-PRO_RISK_police.pdf,C:\claims_agent\dataset\property\loss_reports_100\CLM-2025-0095-PRO_RISK_loss.pdf,4.7985,0,22,0.0,0.0,1.5597,Low,4.0
property,CLM-2025-0096,C:\claims_agent\dataset\property\accord_form_100\CLM-2025-0096-PRO_RISK_acord.pdf,C:\claims_agent\dataset\property\police_reports_100\PR-10096-PRO_CLM-2025-0096-PRO_RISK_police.pdf,C:\claims_agent\dataset\property\loss_reports_100\CLM-2025-0096-PRO_RISK_loss.pdf,0.4252,0,9,0.0,0.0,0.665,Low,4.0
property,CLM-2025-0097,C:\claims_agent\dataset\property\accord_form_100\CLM-2025-0097-PRO_RISK_acord.pdf,C:\claims_agent\dataset\property\police_reports_100\PR-10097-PRO_CLM-2025-0097-PRO_RISK_police.pdf,C:\claims_agent\dataset\property\loss_reports_100\CLM-2025-0097-PRO_RISK_loss.pdf,0.446,0,26,0.0,0.0,0.6892,Low,4.0
property,CLM-2025-0098,C:\claims_agent\dataset\property\accord_form_100\CLM-2025-0098-PRO_RISK_acord.pdf,C:\claims_agent\dataset\property\police_reports_100\PR-10098-PRO_CLM-2025-0098-PRO_RISK_police.pdf,C:\claims_agent\dataset\property\loss_reports_100\CLM-2025-0098-PRO_RISK_loss.pdf,3.5615,0,18,0.0,0.0,1.3123,Low,4.0
property,CLM-2025-0099,C:\claims_agent\dataset\property\accord_form_100\CLM-2025-0099-PRO_RISK_acord.pdf,C:\claims_agent\dataset\property\police_reports_100\PR-10099-PRO_CLM-2025-0099-PRO_RISK_police.pdf,C:\claims_agent\dataset\property\loss_reports_100\CLM-2025-0099-PRO_RISK_loss.pdf,0.6025,0,23,0.0,0.0,0.7205,Low,4.0
property,CLM-2025-0100,C:\claims_agent\dataset\property\accord_form_100\CLM-2025-0100-PRO_RISK_acord.pdf,C:\claims_agent\dataset\property\police_reports_100\PR-10100-PRO_CLM-2025-0100-PRO_RISK_police.pdf,C:\claims_agent\dataset\property\loss_reports_100\CLM-2025-0100-PRO_RISK_loss.pdf,0.5326,0,23,0.0,0.0,0.7065,Low,4.0
